cik,company Name
1210525,ECKERT R ANDREW
1210534,PIZARRO PEDRO
1210581,LAMPEREUR ANDREW
1210618,"SPI Energy Co., Ltd."
1210625,STANWICH ADVISORS LLC
1210655,MARBACH CARL B
1210657,BRAEMER RICHARD J
1210658,BOEHNE EDWARD G
1210694,FISCHER TAMARA D
1210705,TRUMBULL R SCOTT
1210707,PORCELAIN MICHAEL
1210708,"Hudson Global, Inc."
1210726,ZIMMERMAN LAWRENCE A
1210752,PALLESCHI RALPH F
1210758,WAGGONER DOUGLAS R
1210912,COLTER GARY F
1210924,PACKARD JAMES L
1210925,KNUEPPEL HENRY W
1210982,LEIBOWITZ REUBEN S
1211005,MERRIMAN MICHAEL J
1211015,"OLD GREENWICH PARTNERS, LLC"
1211028,SHELL ASSET MANAGEMENT CO
1211047,KANGAS EDWARD A
1211054,SORSBY J LARRY
1211060,THIEL PETER
1211061,KELLY GREEN EDITH
1211069,SCHECHTER ROBERT
1211177,HOLLIDAY SUSAN R
1211187,GULLO SAMUEL M
1211199,NORRIS PAUL J
1211204,SURGNER W HILDEBRANDT JR
1211257,STRIMBU WILLIAM J
1211265,GERBER WILLIAM K
1211291,AWH OPPORTUNITY FUND I LP
1211317,WATSON MARK E III
1211342,CARLINO PETER M
1211351,"RTW Retailwinds, Inc."
1211392,NUNES DAVID L
1211394,RINGO THOMAS M
1211436,LISTWIN DONALD J
1211462,MCKENZIE W  THORPE
1211481,MARGIN OF SAFETY FUND LP
1211493,ORLANDO STEVEN J
1211535,SAPENO INC.
1211558,GERSTENBERG ERIC W
1211583,FENNEC PHARMACEUTICALS INC.
1211588,TAN HOCK E
1211644,POTASHNER KENNETH F
1211665,ANDERSON FRED D
1211667,SMITH BENSON
1211669,WAYCASTER C MITCHELL
1211677,HANDLER RICHARD B
1211696,NOVAK DAVID C
1211698,WOODFORD BRENT
1211701,BEHRENS M KATHLEEN
1211737,HELLWEG KURT D
1211738,ROSENBURY TIM
1211739,SIVILS JAMES L III
1211757,KEHAYA MARK W
1211771,THIBAUD DIDIER M C
1211775,BENSOUSSAN TORRES ROBERT
1211776,SANTI PHILIPPE
1211781,HEILBRONN FRANCOIS
1211783,GREENBERG RUSSELL
1211789,COLLEGIATE FUNDING OF DELAWARE LLC
1211794,FULLER S MARCE
1211805,"My Size, Inc."
1211828,TESKE TODD J
1211831,TOTH ROBERT
1211907,MIRZAYANTZ NICOLAS
1211953,RUSH WILLIAM M RUSTY
1211966,LEHMAN JOHN F
1212030,"GROSVENOR REGISTERED MULTI-STRATEGY MASTER FUND, LLC"
1212067,SMITH BARRY M
1212129,STOVER DAVID L
1212151,KERR RICHARD J
1212233,DUNDEE PRECIOUS METALS INC
1212333,ECKERT THOMAS D
1212387,HOOVER GARY M
1212424,MOREA DONNA S
1212425,REAGAN JAMES
1212449,BALSON ANDREW
1212455,ZIDE STEPHEN M
1212458,PROOFPOINT INC
1212466,WIESER JAMES L
1212470,FURTICELLA EDWARD J
1212472,GORELICK JOEL
1212473,BOCHNOWSKI DAVID A
1212515,CARLEONE JOSEPH
1212545,WESTERN ALLIANCE BANCORPORATION
1212584,PRICE GRETCHEN W
1212592,DUNKERLEY MARK B
1212607,ALEXANDER MARK A
1212641,BRINX RESOURCES LTD
1212662,REESE J MITCHELL
1212698,WALFISH MARC JAY
1212707,JOHNSON MANUEL H
1212710,SCHAR DWIGHT C
1212711,SAVILLE PAUL C
1212734,BENTEN R ANTHONY
1212774,GOLDMAN NEAL P
1212776,KATZ CAROLYN
1212780,HALEY MARK T
1212787,KBRIDGE ENERGY CORP.
1212795,Blackstone Park Avenue Fund L.P.
1212803,Blackstone Partners Investment Fund L.P.
1212809,DUFFY TERRENCE A
1212813,GEPSMAN MARTIN J
1212817,GILL PHUPINDER
1212857,BPIF Non-Taxable L.P.
1212897,"NORTH RUN CAPITAL, LP"
1212944,MOORE MICHAEL O
1212969,CAMAREN JAMES LAWRENCE
1212981,KILBERG JAMES A
1212987,ANDERSON BRUCE K
1212991,MINICUCCI ROBERT A
1212999,TRAYNOR SEAN
1213037,"Trovagene, Inc."
1213040,Carter Martha J.
1213041,GRAMMER ELIZABETH A
1213051,COKE MICHAEL A
1213066,TRUSTCO BANK
1213092,BOND RICHARD E
1213136,BACHUS DANIEL E
1213140,Schwab Gisela
1213141,LYNN MITCHELL G
1213154,DUNGAN DAVID N
1213156,WIX ALAN T G
1213157,STEPHENS STEVEN DAN
1213166,HOWELL HILTON H JR
1213179,CALBERT MICHAEL M
1213182,GERO JAMES
1213190,PHILLIPPY ROBERT J
1213191,RAUTH WILLIAM R III
1213194,MOSS ROBERT J
1213198,BRIGGS JOHN
1213206,MARATHON CAPITAL MANAGEMENT
1213237,DRISCOLL PAUL G
1213244,OLSCHAN BRIAN S
1213247,WARD STEVENSON E III
1213308,THANGARAJ IMMANUEL
1213349,TULLMAN GLEN
1213350,SHAPIRO LEE
1213376,WICKES GENE H
1213387,SKELTON JEFFREY L
1213395,CONNAUGHTON JOHN
1213410,NUNNELLY MARK E
1213419,LAWLER JULIA M
1213456,BOULIGNY JAMES A
1213555,BURKE ZANE M
1213586,"P&A BALANCED FUND, L.P."
1213596,BAIRD W BLAKE
1213613,WOLFINGER F MARK
1213622,HARRIS DAVID
1213632,32 Capital Fund LLC
1213646,WOLFE HARRIET MUNRETT
1213660,"BOQI International Medical, Inc."
1213706,"Cross Shore Partners, LP"
1213709,WEINSTEIN ROBERT
1213712,CUMMINGS ROBERT F JR
1213720,"North MaxQ Macro Fund, L.P."
1213756,THUNG ROY T K
1213809,DYADIC INTERNATIONAL INC
1213869,NIGON RICHARD
1213882,CLIFFORD WILLIAM J
1213886,NAVARRE RICHARD A
1213895,DESOUZA ERROL B
1213912,RUSSELL CURREY M
1213917,RAY GILBERT T
1213928,GELLERT JAY M
1213947,WOYS JAMES
1213958,MOBERG RICHARD P
1213975,EDWARDS ROBERT L
1213981,OAKLINS DP LLC
1213989,UTECHT ANDREA E
1213991,STEINOUR STEPHEN D
1214019,BOSCHELLI JOHN MICHAEL
1214021,GEOGA DOUGLAS GERARD
1214029,ZIEGLER ANN ELIZABETH
1214069,BERRA ALBERT L
1214089,Dowd James A.
1214091,TEVANIAN AVADIS
1214095,SCHNEIDER THOMAS W
1214100,JOYCE GEORGE P
1214107,OPPENHEIMER PETER
1214115,"AMERICAN STEADFAST, L.P."
1214127,LAVIGNE LOUIS J JR
1214128,LEVINSON ARTHUR D
1214130,POTTER MYRTLE S
1214133,SCHELLER RICHARD H
1214156,COOK TIMOTHY D
1214180,COSBY MARK
1214183,FIRST UNITED BANK TRUST/
1214193,HENRIKSON C ROBERT
1214206,DVORAK KATHLEEN S
1214208,DINOVI ANTHONY
1214212,SPERLING SCOTT M
1214225,BOYER JEFFREY N
1214243,ROBERTSON JULIE J
1214254,WOODS GORDON T
1214257,TAYLOR KENNETH
1214268,CIRUZZI VINCENT
1214277,KILROY JOHN B JR
1214278,HAWKEN JEFFREY C
1214281,ROSE TYLER H
1214315,GOCHNAUER RICHARD W
1214324,FRADKIN STEVEN L
1214336,BRUSSARD DAVID F
1214337,BEGLEY WILLIAM J JR
1214340,KRUPA DAVID E
1214343,MCKOWN DAVID D
1214346,FERNANDEZ FERNANDO L
1214396,JUDGE JAMES J
1214401,NOLAN JOSEPH R JR
1214402,SCHWEIGER WERNER J
1214407,METCALFE NORMAN J
1214414,AMES A GARY
1214452,SMITH DAVID F
1214473,Kachioff William G
1214496,SCHADE CHRISTIAN S
1214513,RUSNACK WILLIAM C
1214522,BILLER LESLIE S
1214526,PARKER JENNY H
1214531,HAVERTY RAWSON JR
1214552,SMITH SHERRY M
1214565,WHITEHURST JULIAN E
1214566,FELDMAN ALAN D
1214608,KELLER BRETT
1214612,MILLONES PETER J
1214639,DSM CAPITAL PARTNERS LLC
1214641,PARRINI DANTE C
1214653,STOREY JEFFREY K
1214656,KRAKOWSKY PHILIPPE
1214685,OLIVEIRA RAMON DE
1214686,BLAYLOCK RONALD E
1214692,MINERVA GROUP L P
1214717,"GEODE CAPITAL MANAGEMENT, LLC"
1214741,TRANI JOHN M
1214752,LOREE JAMES M
1214761,WADECKI ISABELL MARIE
1214767,BELL DAVID ARTHUR
1214776,REILLY KEVIN P JR
1214786,EDSELL PATRICK
1214799,DANO MARGARET S
1214816,AXIS CAPITAL HOLDINGS LTD
1214822,STEADFAST CAPITAL MANAGEMENT LP
1214839,LYDA ALLEN E
1214918,HOGUE DENNIS
1214930,WATKINS JOHN C
1214931,WILLIAMS ROBIN TRAYWICK
1214935,AllianzGI Convertible & Income Fund
1214938,MCLAUGHLIN KEVIN F
1214939,HEIDEN WILLIAM K
1214942,SALVINO MICHAEL J
1214961,BROWN ARCHIE M JR
1214978,VERRECCHIA ALFRED J
1214985,GOLDNER BRIAN
1215004,KEYTE DAVID H
1215010,WILSON NEWTON W III
1215011,FINK STEVEN B
1215018,HALEY JOHN J
1215024,FLETCHER R JOHN
1215060,KRASNO RICHARD M
1215063,ELLERTSON JAIME WALLACE
1215087,GE COMMERCIAL MORTGAGE CORP
1215089,FICALORA JOSEPH R
1215091,CANGEMI THOMAS R
1215092,ODONOVAN JAMES J
1215094,WANN ROBERT
1215095,CIAMPA DOMINICK
1215124,AVEDON MARCIA J
1215126,MCGLYNN MARGARET G
1215135,HICKTON DAWNE S
1215150,ANDREWS CHARLES ELLIOTT
1215151,LOCKHART MICHAEL D
1215175,GIBBONS MICHAEL E
1215176,ROTH R LAWRENCE
1215177,RUTHERFORD JEFFREY L
1215178,THORN BRUCE K
1215181,MOYLAN JAMES E JR
1215183,FAGENSON ROBERT B
1215187,Lewis Raymond J
1215188,CAFARO DEBRA A
1215208,SOMERVILLE KURT F
1215225,FOLEY WILLIAM A
1215231,MCCAMIC JAY T
1215235,DRAUGHN JAMES B
1215243,BUCKMAN PAUL
1215250,LUNDGREN JOHN F
1215268,SCHWARTZ LAWRENCE W
1215310,TIMMERMAN DAN RAY SR
1215311,ROBINSON LARRY E
1215312,LAMPRON A JOSEPH
1215315,SCHULMAN DANIEL H
1215320,JAMES JUANITA T
1215328,DEROSA THOMAS J
1215329,ECKROTE DOUGLAS E
1215333,HARCZAK HARRY J JR
1215336,LEAHY CHRISTINE A
1215340,STEVENS JONATHAN J
1215342,SUTHERLIN MICHAEL W
1215346,SIFFORD CLIFTON E
1215347,JACKSON W KERRY
1215348,BAKER TIMOTHY T
1215356,ANGOVE DUNCAN
1215373,GRANT HUGH M
1215395,ADZEMA GREGG D
1215409,ENGLER JOHN M
1215432,GRIFFIN LIAM
1215446,NIX CRAIG L
1215486,SHAW RUTH G
1215495,FOSTER LEE B II
1215503,LIPPARD GREGORY W
1215540,POMPA MARK A
1215543,MATZ R KEVIN
1215547,ADLERSBERG SHABTAI
1215575,"POINTER (QP), L. P."
1215583,"UNITED RENTALS (DELAWARE), INC."
1215588,CLARKE JEFFREY W
1215654,SCHNEIDER VICTOR S
1215657,DYE DAVID A
1215658,DOUGLAS JOHN B JR
1215663,MULHERIN WILLIAM A III
1215676,GRAY RICHARD A JR
1215678,PATTON WILLIAM B JR
1215680,SOUTH STREET SECURITIES LLC
1215682,"DRAGONFLY CAPITAL PARTNERS, LLC"
1215751,COLLEGE LOAN CORP
1215767,BORNMANN DAVID E
1215772,CRENSHAW WILLIAM E
1215786,JOHNSON TINA P
1215800,PHILLIPS DAVID P
1215820,BERZIN ANN C
1215821,BUCKLEY GEORGE W
1215826,MCLEVISH TIMOTHY R
1215838,JUPITER ASSET MANAGEMENT LTD
1215862,MANGAN MICHAEL D
1215869,MCMULLEN CHRISTINA M
1215870,METZ CHRISTOPHER T
1215877,LANDY R JOSEPH
1215880,NEIMAN FUNDS
1215886,PITTMAN JONES GAIL
1215907,ALTIG ANTHONY E
1215913,JOHN HANCOCK PREFERRED INCOME FUND III
1215915,GRINBERG EFRAIM
1215920,DAVIDSON SPENCER
1215923,VINDIGNI ANDREW V
1215928,HOWARD ALAN H
1215939,FG CAPITAL LC
1215940,"SHAREHOLDERS SERVICE GROUP, INC."
1215955,STAPLETON GREGORY
1215962,KOSLOFF ALAN W
1215966,BARENTS BRIAN E
1215967,CALLAWAY E REEVES III
1215991,MAYNARD ROGER
1215995,ARNOLD SUSAN E
1216055,CASPER MARC N
1216068,DEKKERS MARIJN E
1216071,HORNSTRA PETER E
1216076,MANZI JIM P
1216093,COLRAIN CAPITAL LLC
1216098,GALLAGHER THOMAS
1216099,GRASSMYER SCOTT
1216130,BARRON ARNOLD S
1216135,MEYROWITZ CAROL
1216192,ALSCHULER JOHN H JR
1216193,BURTON EDWIN T III
1216194,HOLLIDAY MARC
1216195,LEVINE ANDREW S
1216197,LEVY JOHN S
1216201,WIRTH TOM
1216226,BARCLAY ALYSON S
1216232,SOLLEY LARRY W
1216233,STOLZE JAMES M
1216242,RAIL SPLITTER FUND L P
1216244,APOLLO FUND
1216273,AEA INVESTORS LP
1216291,MUSE JOHN O
1216297,PHILLIPS BRAD
1216302,DOWDELL ROBERT E
1216312,FERNANDEZ MANUEL A
1216315,GRISWOLD BENJAMIN H IV
1216317,WEISS ARTHUR A
1216320,COLMAN JONATHAN
1216322,LEWIS CLUNET R
1216332,FRALEY JEFFREY L
1216336,MILLER STEVEN G
1216428,BRUNNGRABER ERIC H
1216448,HARSHMAN PATRICK
1216454,KARLSON LAWRENCE C
1216458,JHA SANJAY K
1216460,HO PETER S
1216461,PERMIT CAPITAL TELECOM LP
1216465,ESSIG MARK G
1216468,GREENIAUS H JOHN
1216478,HOLLEY CHARLES M
1216483,GOBE PHILLIP A
1216484,CLARK JANET F
1216486,COOK JEREMY CURNOCK
1216488,FRONTIER CAPITAL MANAGEMENT CO LLC
1216503,BUSH WESLEY G
1216515,SCHIEVELBEIN THOMAS C
1216519,SUGAR RONALD D
1216529,WINTER DONALD C
1216543,ARLING PAUL D
1216546,CHAHIL SATJIV S
1216547,FIREHAMMER RICHARD A JR
1216549,MULLIGAN WILLIAM C
1216551,SPARKMAN J C
1216553,FORD BETH
1216569,HEDDEN ANDREWS S
1216571,JEMISON MAE
1216581,CURTIS GEORGE L
1216583,Nuveen Preferred & Income Opportunities Fund
1216614,STEWART JAMES L
1216617,UNGAR EDWARD W
1216704,WILSON ALAN D
1216708,WRIGHT PHILLIP D
1216710,MALCOLM STEVEN J
1216742,CLANCY GEORGE PATRICK JR
1216744,DEGRAFFENREIDT JAMES H JR
1216750,SEGERS DENNIS
1216761,ALMEIDA JOSE E
1216772,SUMMERS WILLIAM B JR
1216780,Merrill Stephen E
1216800,R. G. NIEDERHOFFER CAPITAL MANAGEMENT INC
1216802,BYRNES JOHN P
1216803,GABOS PAUL G
1216806,BYRNE FRANK D
1216838,HAZEN SAMUEL N
1216843,MOORE A BRUCE JR
1216850,RUTHERFORD BILL B
1216856,WATERMAN ROBERT A
1216862,KELLEY JAMES VIRGIL
1216875,RANHOFF DAVID A
1216889,STUMPF JOHN K
1216894,MURPHY ROBERT MADISON
1216898,ERNSTBERGER KATHY
1216907,BERTOLET CAPITAL TRUST
1216917,BIGHAM MICHAEL
1216931,SANCHEZ ROBERT E
1216940,TANGER STEVEN B
1216953,RITTENBAUM MARK J
1216955,MARCUS JOEL S
1216956,RICHARDSON JAMES H
1216984,MITRO THOMAS A
1217065,GIORDANO NICHOLAS A
1217068,BRUN LESLIE A
1217070,GRIFFITH JOHN B
1217073,MURPHY CHRISTOPHER J III
1217074,OZARK TIMOTHY K
1217081,FISHER WILLIAM SYDNEY
1217089,METZGER WILLIAM
1217093,BURT  FRANK D
1217098,KOOP BRYAN J
1217102,LINDE DOUGLAS T
1217108,PESTER ROBERT E
1217112,TURCHIN MARTIN
1217119,LETHAM DENNIS J
1217123,HATKOFF CRAIG M
1217124,TOLONEN JAMES R
1217127,COUTURIER HERVE
1217142,GIBSON LEE R
1217147,SHAMBURGER JULIE
1217152,BOXER MICHAEL
1217168,CHUNG T J
1217174,KIMBLE DONALD R
1217178,MOONEY BETH E
1217195,FEDERICO RICHARD L
1217203,WESTBROOK MAUREEN P
1217234,"CareDx, Inc."
1217245,GRUBBS ROBERT W
1217250,PEFANIS HARRY N
1217251,SIXTY TWO INVESTMENT CO LTD
1217257,"CASTLEOAK SECURITIES, LP"
1217273,FRIST ROBERT A JR
1217277,DENT THOMPSON
1217283,REBROVICK LINDA
1217286,JPMorgan Trust I
1217316,LILLIS CHARLES M
1217333,VAZQUEZ CARLOS J
1217354,MCLAREN JEFFREY L
1217355,STEAD WILLIAM
1217372,CAPPELINE GARY A
1217378,GENTILCORE JAMES
1217412,PANEK JAMES P
1217420,YOUNG WILLIAM D
1217440,GUERTIN TIMOTHY E
1217456,PARKER H STEWART
1217464,RATNER JAMES A
1217466,RATNERSALZBERG DEBORAH
1217483,BEERY ROBIN C
1217495,STARR LOREN M
1217496,HEWSON MARILLYN A
1217541,DIAMOND HILL CAPITAL MANAGEMENT INC
1217546,HOLZMANN OSCAR
1217550,GREEN STEPHEN L
1217585,CULLIGAN THOMAS M
1217596,LADD CYNTHIA J
1217612,HOYT JEFFREY
1217635,REICH VICTORIA
1217637,"FIRST BALLANTYNE, LLC"
1217656,SEROUSSI YAIR
1217667,WATSON STEPHEN E
1217673,BARON SELECT FUNDS
1217758,REGENTATLANTIC CAPITAL LLC
1217798,LEVIN DAVID A
1217815,DAVIS TRENT D
1217834,GALLIVAN KAREN PARK
1217839,PORTER BIGGS C
1217930,WILCOX RICHARD W JR
1218006,HERINGTON CHARLES M
1218061,CHASE RODNEY F
1218076,MORRISON LISA J
1218084,SUMMERELL VIRGINIA R
1218086,WARREN CARRIE A
1218091,JACQUEMIN JOHN M
1218092,HANDLER DAVID A
1218163,TREFF DOUGLAS J
1218180,Artal International S.C.A.
1218183,Qisda Corp.
1218184,MOORTHY GANESH
1218185,"HALL & ROMKEMA FINANCIAL SERVICES, LLC"
1218186,MADISON PARK GROUP LLC
1218188,"BILLOW BUTLER & COMPANY, L.L.C."
1218189,"COMPAK SECURITIES, INC."
1218197,HIGGINS BRIAN J
1218198,BIONDI O FRANCIS JR
1218199,"KING STREET CAPITAL MANAGEMENT, L.P."
1218210,NORDEA INVESTMENT MANAGEMENT AB
1218213,ACACIA CAPITAL LP
1218254,BOYAR ASSET MANAGEMENT INC.
1218275,"Radcliffe Capital Management, L.P."
1218326,RICCI PAUL
1218333,PRINCIPAL REAL ESTATE INVESTORS LLC
1218336,BENDER JAMES J
1218352,KILGORE LESLIE J
1218358,DELLY GAYLA J
1218363,SWAN ROBERT HOLMES
1218375,HANLEY MARY ANN
1218394,GIPPLE TODD A
1218395,BAIRD PATRICK
1218401,GUDERIAN BRYAN K
1218403,LAZAR MELVIN F
1218423,BELL KATHERINE BUTTON
1218427,FOY JOHN
1218453,RBJ PARTNERS LP
1218454,COFFEE CAN FUND LP
1218455,RBJ RETIREMENT FUND LP
1218470,GOLDMAN KENNETH A
1218502,SHWED GIL
1218513,LOWERY NORMAN L
1218519,DINKEL THOMAS T
1218565,FAULKNER MIKEL D
1218583,"SHEPHERD KAPLAN KROCHUK, LLC"
1218591,HYATT ALAN J
1218620,koffler neil h
1218637,DEPILLO DAVID S
1218649,NGO BURNS LAMPHUNG
1218663,OBERNDORF WILLIAM E
1218669,BENINCASA JUSTIN D
1218672,TAICLET JAMES D JR
1218679,CODY WILLIAM M
1218683,"Wize Pharma, Inc."
1218702,GROSSMAN D KEITH
1218710,BALYASNY ASSET MANAGEMENT LLC
1218735,MASON CAPITAL MANAGEMENT LLC
1218738,BEST RHYS J
1218740,SIMS FRANK L
1218749,ENDEAVOUR CAPITAL ADVISORS INC
1218761,SPF BEHEER BV
1218769,DOLAN RAYMOND P
1218777,LONGNECKER BRENT M
1218779,ROSENFELD GERALD
1218780,PISANO A ROBERT
1218799,Isbell Jeri L
1218802,FRANCIS LAURA
1218805,MATYCZYNSKI ANDRZEJ J
1218815,CONRAD HERBERT J
1218838,FERNANDEZ MICHAEL
1218839,"WALDEMAR, MD CARLO A"
1218913,NAPOLITANO JOSEPH
1218914,WIELANSKY LEE S
1218952,BUSK DOUGLAS W
1218955,PEARCE CHARLES A
1218961,LUCERNE CAPITAL MANAGEMENT LP
1218964,PALMORE RODERICK A
1218975,KAVANAUGH SCOTT F
1218981,STAFFORD JOHN S III
1218987,DAVIS BRUCE L
1218996,ENGLESSON JOHN G
1219004,INGRAM DAVID B
1219007,WHITE MICHAEL D
1219016,BONNEY MICHAEL W
1219030,VAN SANT R WILLIAM
1219037,JD CAPITAL MANAGEMENT LLC
1219039,CRANDELL KEITH
1219042,NELSEN ROBERT
1219043,BYBEE CLINTON
1219064,ALGER GLOBAL FOCUS FUND
1219078,RAUN DAVID
1219106,WALTON JIM C
1219112,WALTON S ROBSON
1219120,ADVENT CONVERTIBLE & INCOME FUND
1219121,AUSTIN STEPHEN G
1219132,KIRLIN PETER S
1219151,KLEINMAN MARK H
1219153,RITCHEY RAYMOND A
1219157,STENSRUD WILLIAM
1219173,JUGGERNAUT FUND LP
1219175,MILLER CHRISTOPHER M
1219199,POWELL THOMAS W
1219204,FARLEY STEPHEN L
1219230,FENTON PETER H
1219231,GOETZ JAMES J
1219278,CHATHAM J DAVID
1219314,TYNDALL CAPITAL PARTNERS L P
1219350,CREMERS ERIC J
1219356,THORNTON FELICIA D
1219360,PIMCO HIGH INCOME FUND
1219375,STANBROOK STEVEN P
1219384,GIVEN BRUCE D
1219399,WHITE GREGORY
1219400,GOLDSTEIN MATTHEW
1219402,SIEGEL STEVEN F
1219445,MCKEON BRIAN P
1219463,MITCHELL V LANCE
1219528,HORNADAY F D III
1219529,LOVE JOHN H
1219534,DEESE GEORGE E
1219555,MAPES CHRISTOPHER L
1219563,POLESTAR FUND LP
1219573,SINGAPORE TECHNOLOGIES TELEMEDIA PTE LTD
1219601,CROWN HOLDINGS INC
1219602,CRESCENDO PARTNERS II LP
1219603,ROSENFELD ERIC
1219613,CUTLER PAUL I
1219629,MATULA KRISTOPHER J
1219636,NAUMANN-ETIENNE RUEDIGER
1219678,ASHBURN TOM
1219691,BLAIR BRYCE
1219700,NAUGHTON TIMOTHY J
1219701,"EDUCATION FUNDING CAPITAL I, LLC"
1219715,GEORGE ALAN W
1219716,SCHULMAN EDWARD M
1219721,SPECTOR GERALD A
1219724,Fox Leslie B.
1219726,NEITHERCUT DAVID J
1219735,BERNSTEIN KENNETH F
1219751,CASHMAN KRISTINA K
1219766,STARRETT PETER
1219785,BLACKMAN MICHAEL R
1219789,LIBERATORE JOSEPH J
1219793,ALLRED JOHN
1219795,STRUZZIERO RALPH
1219799,TUNSTALL GORDON
1219802,ULLMAN MYRON E III
1219803,DAVIDSON ROBERT C JR
1219805,KELLY DAVID M
1219818,SOSA ENRIQUE
1219844,PATRICK GREGORY S
1219864,YOUNG JAMES F
1219866,ANIDO ARMANDO
1219871,MOTT DAVID M
1219878,RENDA LARREE M
1219880,LINDSAY JOHN W
1219888,HUDSON DAWN E
1219890,INGRAM ROBERT ALEXANDER
1219898,BRIDGEFORD GREGORY M
1219923,NIBLOCK ROBERT A
1219927,TABUTEAU HERRIOT
1219928,MORANDI BRANDI GALVIN
1219932,STONE LARRY D
1219934,MANDEVILLE JEAN F H P
1219951,CLERICO JOHN A
1219956,DEBOER BRUCE R
1219959,ALBRECHT W STEVE
1219965,CHARNESKI BRIAN
1219977,LYON JEFFREY S
1219978,BATES KEVIN
1219983,VANCE BRIAN L
1220006,LAWRENCE JAMES A
1220007,KATSAROS ARTHUR T
1220010,HUCK PAUL E
1220015,HAMADA RICHARD P
1220019,BROWN W DOUGLAS
1220051,WOOD BARBARA A
1220067,PETERSON MARISSA T
1220097,VAN OSTENBRIDGE PAUL
1220125,KAUFTHAL ILAN
1220140,PIRTLE WILLIAM L
1220163,PREZZANO WILBUR J
1220183,KOCH CHARLES JOHN
1220191,NEU RICHARD W
1220203,STEFFENS GREG A
1220207,MAHONE BARBARA J
1220268,RUIZ WALLACE D
1220297,ALVAREZ CESAR L
1220300,TOWNSEND KENT G
1220336,SIMCOE PARTNERS L P
1220360,32 Capital Fund Ltd.
1220405,FISH ROBERT H
1220428,SUNDERLAND RICHARD W JR
1220435,DAVIS JEFFREY L
1220463,GIBSON GREGORY L
1220474,TWOHIG MICHAEL J
1220479,SUGARMAN JAY
1220481,GONZALEZ GABRIELA
1220506,MCDOUGALL DUANE CHARLES
1220535,ROBERTS BRETT A
1220564,IVERSON KATHLEEN P
1220571,LIN SANDRA BEACH
1220616,LARRIMORE RANDALL W
1220617,MCINTOSH JOHN L
1220622,RUPP JOSEPH D
1220630,ACKERMAN JOEL
1220632,DAVIS CARY
1220633,GLANVILLE ROBERT
1220634,HARRIS JEFFREY
1220638,Landy Joseph P.
1220640,LEE KEWSONG
1220679,LANCE HOWARD L
1220726,GALVIN KERRY A
1220754,PROVIDENCE SERVICE CORP
1220781,AMERICAN FIDELITY SEPARATE ACCOUNT C
1220788,ELLIOTT G WARREN
1220789,FRY DONALD A
1220792,JENNINGS ALLAN E JR
1220804,WALKER MARTHA B
1220808,SCOVILL J BRADLEY
1220820,RICCIARDELLO MARY P
1220829,PARKER DAVID RAY
1220854,BIRK MARK C
1220871,BUSSER STEVEN P
12208,"BIO-RAD LABORATORIES, INC."
1220924,LEBOVITZ MICHAEL I
1220925,LEBOVITZ STEPHEN D
1220926,MITCHELL FARZANA K
1220945,GERLACH JOHN B JR
1220969,PIECZYNSKI JAMES
1220990,LINDBURG ROY G
1221001,BESONG JOHN PAUL E
1221009,RABEN BRUCE I
1221029,CEMENTOS PACASMAYO SAA
1221041,OCONNOR SARAH A
1221061,RANGER MICHAEL W
1221108,PAULICK WALTER
1221127,HENDERSON LORI M.
1221137,BASS CARL
1221149,GLADSTONE INVESTMENT CORP
1221168,GALLAGHER PATRICK
1221184,RHINES WALDEN C
1221193,LINK RAYMOND A
1221196,QUINSEY RALPH
1221213,PAULS DOUGLAS J
1221222,TERRELL PATRICK
1221237,PORTICO CAPITAL SECURITIES LLC
1221240,GLOBAL OAK CAPITAL MARKETS LLC
1221280,BARTEL RALPH
1221293,BAYVIEW FINANCIAL SECURITIES CO LLC
1221306,CHUNG DONG CHUNE CHRISTOPHER
1221315,Sternberg Stuart
1221319,DENNY JAMES W III
1221331,"GLL INVESTORS, LTD"
1221355,Kazam Joshua A
1221359,RADY ERNEST S
1221362,Avalon Investment & Advisory
1221413,ODDLEIFSON CHRISTOPHER
1221429,FERRAIOLI BRIAN K
1221430,SHANFELTER AUSTIN J
1221432,SHIEBLER WILLIAM N
1221439,SORZANO JOSE S
1221442,JOHNSON JULIA L
1221443,KRABLIN STEVEN W
1221455,Ladhani Holli C.
1221469,ECF VALUE FUND INTERNATIONAL LTD
1221482,STADION INVESTMENT TRUST
1221485,BRANT POINT FUND INTERNATIONAL LTD
1221487,BRANT POINT FUND LLC
1221496,MASSARO GEORGE
1221505,HARARY JOSEPH M
1221530,HAGERTY ROBERT C
1221542,PEIFFER CHARLES
1221554,3Power Energy Group Inc.
1221590,BIENAIME JEAN JACQUES
1221599,ASELAGE STEVE
1221600,MAROON JOSEPH C MD
1221603,PROCTOR GEORGANNE
1221615,DICKSON JOHN J
1221658,RIFFEE STEPHEN EDWARD
1221695,MCDADE SANDY D
1221718,INTERSOUTH PARTNERS VI LP
1221780,SCOTT BERTRAM L
1221787,FORLENZA VINCENT A
1221822,PANCOAST SCOTT R
1221845,BLACKROCK ALLOCATION TARGET SHARES
1221852,LIEBLONG ALEX R
1221872,MATRICARIA RONALD A
1221903,SHEFFIELD PARTNERS L P
1221943,CEDAR ROCK CAPITAL PARTNERS LLC
1221962,"AVISEN SECURITIES, INC."
1221966,"DEVENIR, LLC"
1221972,SEITZ JOHN N
1221980,SULLIVAN WILLIAM D
